Redundant Iterations
70.77534791252485
67.49745676500508
77.28085867620752
66.66666666666666
67.25618999494695
67.30672056594238
67.12190187152251
66.64997496244366
66.68336673346693
78.04295942720763
67.44421906693712
67.5226586102719
67.70091556459818
66.59989984977466
67.54966887417218
81.43302180685357
68.02490096208263
66.58329164582291
67.23963599595551
67.18436873747495
67.255297679112
71.13924050632912
66.93426994480683
67.55802219979819
78.31541218637993
78.32835820895522
